ID,nivel_de_satisfaccion,ultima_evaluacion,cantidad_proyectos,promedio_horas_mensuales_trabajadas,años_en_la_empresa,tuvo_un_accidente_laboral,promociones_ultimos_5_anios,area,salario,se_fue
6114,1,0.67,3,199,4,0,0,ventas,bajo,no
969,0.92,0.6,3,198,2,0,0,ventas,medio,no
7607,0.55,0.8,4,260,3,0,0,RRHH,alto,no
632,0.18,0.54,4,145,5,0,0,ImásD,bajo,no
3990,0.63,0.49,5,192,2,0,0,ventas,bajo,no
1641,0.75,0.81,3,214,3,0,0,TI,bajo,no
3066,0.77,0.98,5,259,6,0,0,gestión de productos,bajo,si
3052,0.1,0.83,6,269,4,0,0,TI,bajo,si
5311,0.55,0.97,4,136,3,0,0,marketing,medio,no
5727,0.73,0.99,6,206,5,0,0,ventas,medio,si
6799,0.49,0.54,6,214,3,0,0,ventas,alto,no
6033,0.74,0.54,4,167,2,0,0,ventas,medio,no
1866,0.57,0.61,5,191,4,0,0,ventas,medio,no
6621,0.78,0.47,4,129,2,0,0,tecnica,medio,no
3963,0.81,0.76,5,198,4,0,0,TI,medio,no
4144,0.46,0.57,2,139,3,0,0,ventas,bajo,si
1501,0.86,0.84,5,254,5,0,0,gestión de productos,medio,si
8165,0.49,0.69,4,270,3,0,0,ventas,bajo,no
8810,0.96,0.97,5,240,2,0,0,ventas,bajo,no
8566,0.53,0.81,3,226,3,1,0,ventas,bajo,no
3730,0.64,0.86,4,143,2,0,0,soporte,medio,no
512,0.68,1,4,185,2,1,0,ventas,bajo,no
4652,0.45,0.75,2,246,2,0,0,gestión de productos,medio,no
3918,0.39,0.52,2,134,3,0,0,tecnica,bajo,si
8046,0.74,0.53,5,141,2,0,0,contabilidad,bajo,no
1889,0.48,0.71,2,140,3,1,0,soporte,bajo,no
2300,0.81,0.87,4,203,2,0,0,ventas,medio,no
4024,0.89,0.91,3,264,3,1,0,tecnica,bajo,no
6121,0.82,0.68,2,200,3,0,0,ventas,medio,no
7752,0.88,0.92,4,225,5,0,0,contabilidad,bajo,si
7252,0.57,0.77,4,245,3,0,0,gestión de productos,medio,no
9331,0.5,0.91,5,224,2,1,0,dirección,medio,no
3092,0.82,0.58,4,249,5,0,0,tecnica,medio,no
2633,0.92,0.97,4,238,5,1,0,soporte,medio,no
2091,0.7,0.91,4,181,2,1,0,tecnica,bajo,no
2273,0.65,0.7,4,211,2,0,0,soporte,bajo,no
4355,0.39,0.48,3,190,2,0,0,tecnica,bajo,no
5495,0.66,0.49,5,235,8,1,0,ventas,bajo,no
2985,0.89,0.83,5,267,4,0,0,tecnica,bajo,no
7464,0.79,0.76,3,160,3,0,0,ventas,bajo,no
9022,0.48,0.57,4,270,4,0,0,tecnica,bajo,si
4246,0.95,0.75,3,247,2,0,0,gestión de productos,medio,no
7694,0.11,0.87,6,272,4,0,0,ventas,medio,si
683,0.75,0.81,5,227,5,0,0,tecnica,medio,si
714,0.41,0.67,6,221,10,0,0,marketing,medio,no
5931,0.6,0.9,4,178,3,0,1,ImásD,alto,no
2682,0.4,0.46,2,132,3,0,0,gestión de productos,bajo,si
6675,0.39,0.5,2,142,3,0,0,RRHH,medio,si
7214,0.58,0.89,3,256,2,0,0,soporte,medio,no
1245,0.17,0.84,5,232,3,0,0,ventas,bajo,si
7406,0.62,0.51,4,274,2,0,0,soporte,medio,no
6848,0.59,0.74,3,240,3,0,0,TI,bajo,no
9347,0.85,0.79,3,217,2,0,0,tecnica,medio,no
5131,0.66,0.75,4,203,3,1,0,TI,bajo,no
7005,0.86,0.6,5,134,2,1,0,soporte,bajo,no
8289,0.45,0.46,3,179,2,1,0,ventas,bajo,no
7119,0.81,0.51,4,271,2,0,0,ventas,bajo,no
6058,1,0.93,3,264,4,0,0,soporte,medio,no
3924,0.78,0.98,4,239,3,0,0,ImásD,medio,no
2774,0.87,0.94,5,219,5,0,0,marketing,bajo,si
4215,0.88,1,5,219,6,1,0,tecnica,bajo,si
7043,0.73,0.36,4,253,2,1,0,ImásD,bajo,no
3188,0.89,0.51,4,141,3,0,0,ventas,bajo,no
3353,0.94,0.73,3,196,3,0,0,RRHH,medio,no
8387,0.16,0.97,6,282,4,0,0,gestión de productos,bajo,no
2344,0.54,0.67,2,129,3,1,0,ventas,bajo,no
5960,0.21,0.44,4,163,6,0,0,ventas,alto,no
211,0.79,0.98,4,170,3,0,0,RRHH,bajo,no
2143,0.83,0.93,6,130,5,0,0,ImásD,bajo,no
860,0.93,0.58,5,238,2,0,0,ventas,medio,no
7989,0.7,0.74,3,157,3,0,0,tecnica,alto,no
3062,0.69,0.86,5,195,6,0,0,dirección,alto,no
4794,0.19,0.9,5,172,2,0,0,soporte,bajo,no
9795,0.41,0.77,4,231,6,0,0,tecnica,bajo,no
2636,0.82,0.93,4,248,5,0,0,gestión de productos,medio,si
190,0.56,0.98,5,171,3,1,0,ventas,bajo,no
5937,0.67,0.97,4,186,3,0,0,RRHH,bajo,no
5792,0.82,0.53,4,162,3,1,0,tecnica,bajo,no
6440,0.92,0.68,4,138,7,0,0,ventas,medio,no
7024,0.87,0.76,5,182,3,0,0,ImásD,medio,no
8156,0.93,0.52,4,200,3,0,0,tecnica,bajo,no
800,0.6,0.91,4,185,3,1,0,gestión de productos,bajo,no
902,0.32,0.72,2,240,5,0,0,TI,bajo,no
4308,0.37,0.46,2,134,3,0,0,gestión de productos,medio,si
5833,0.21,0.55,4,189,2,0,0,tecnica,bajo,no
952,0.71,0.87,3,177,4,0,0,RRHH,medio,si
7799,0.8,0.85,5,242,3,0,0,soporte,alto,no
2844,0.38,0.51,2,120,3,0,0,ImásD,bajo,no
8681,0.28,0.9,4,275,6,0,0,marketing,bajo,no
8025,0.96,0.68,3,132,2,0,0,ventas,medio,no
6101,0.75,0.61,4,272,2,0,0,tecnica,bajo,no
7683,0.71,0.8,5,248,4,0,0,dirección,medio,no
1870,0.96,0.74,5,244,2,1,0,TI,bajo,no
6901,0.82,0.92,3,187,3,1,0,RRHH,medio,no
1273,0.58,0.84,4,150,4,1,0,ventas,bajo,no
2205,0.39,0.57,2,131,3,0,0,soporte,medio,si
1414,0.21,0.42,4,269,4,1,0,ImásD,medio,no
1038,0.76,0.58,3,262,2,0,0,ventas,bajo,no
7758,0.4,0.51,2,139,3,0,0,soporte,bajo,si
6399,0.65,0.54,2,177,3,0,0,contabilidad,bajo,no
4947,0.72,0.6,3,265,2,1,0,ventas,alto,no
375,0.66,0.84,4,253,4,0,0,marketing,bajo,no
7351,0.86,0.58,4,220,5,0,0,tecnica,bajo,no
27,0.82,0.49,4,180,2,0,0,ImásD,bajo,no
9303,0.53,0.94,4,128,6,0,0,RRHH,medio,no
5853,0.64,0.85,4,265,2,0,0,contabilidad,bajo,no
1020,0.44,0.48,2,155,3,0,0,soporte,bajo,si
6224,0.52,0.63,5,241,3,0,0,ventas,bajo,no
4434,0.81,0.51,3,162,2,0,0,TI,medio,no
2043,0.8,0.53,3,217,3,0,0,dirección,alto,no
2065,0.64,0.9,6,252,2,0,0,ventas,bajo,si
4888,0.72,1,2,240,2,0,0,ImásD,bajo,si
6446,0.45,0.69,5,193,3,0,0,ventas,bajo,no
6476,0.53,0.7,4,155,5,1,0,soporte,bajo,no
9758,0.82,0.92,4,252,5,0,0,marketing,medio,si
5847,0.74,0.51,5,198,3,0,0,RRHH,bajo,no
9933,0.82,0.87,3,206,2,0,0,soporte,bajo,no
7095,0.45,0.48,2,158,3,0,0,tecnica,bajo,si
7675,0.99,0.73,4,240,4,0,0,contabilidad,bajo,no
9876,0.76,1,5,265,2,0,0,contabilidad,bajo,no
5996,0.79,0.74,3,169,3,0,0,ImásD,bajo,no
227,0.58,0.67,3,156,2,0,0,ImásD,bajo,no
9638,0.68,0.85,3,199,3,0,0,gestión de productos,bajo,no
5405,0.86,0.63,4,244,3,0,0,gestión de productos,bajo,no
1743,0.82,0.87,5,145,6,0,0,RRHH,medio,no
2278,0.39,0.5,2,136,3,0,0,dirección,bajo,si
5753,0.83,0.79,4,143,3,0,0,ImásD,bajo,no
504,0.38,0.52,2,153,3,0,0,soporte,bajo,si
3218,0.79,0.59,2,157,6,0,0,ventas,alto,no
6329,0.33,0.64,2,274,3,1,0,tecnica,alto,no
992,0.37,0.5,2,141,3,0,0,ventas,bajo,si
2820,0.78,0.45,3,253,6,0,1,soporte,medio,no
7501,0.76,0.87,4,161,3,0,0,ventas,alto,no
7677,0.77,0.79,3,200,4,0,0,RRHH,medio,no
6404,0.43,0.48,2,157,3,0,0,ventas,medio,si
762,0.94,0.88,3,270,3,0,0,ventas,medio,no
747,0.51,0.79,5,267,3,0,0,tecnica,medio,no
1809,0.37,0.48,2,160,3,0,0,soporte,bajo,si
8093,0.74,0.63,4,170,2,0,0,TI,medio,no
5836,0.36,0.57,2,142,3,0,0,gestión de productos,medio,si
1146,0.6,0.95,3,221,3,0,0,ventas,bajo,no
5717,0.86,0.93,3,199,3,1,0,ventas,medio,no
6509,0.96,0.54,3,198,3,0,0,soporte,bajo,no
5494,0.62,0.89,3,131,4,0,0,ventas,bajo,si
8753,0.15,0.84,3,201,6,0,0,soporte,medio,no
7292,0.7,0.58,3,211,3,0,0,ventas,medio,no
7801,0.88,0.63,3,257,3,0,0,ventas,bajo,no
7288,0.5,0.83,5,258,2,0,0,TI,bajo,no
4450,0.59,0.59,4,197,7,0,0,TI,medio,no
1754,0.15,0.75,3,259,8,1,0,marketing,alto,no
7670,0.66,0.73,2,135,6,0,0,marketing,medio,no
4443,0.42,0.57,2,134,3,0,0,gestión de productos,medio,si
7608,0.14,0.52,4,122,2,0,0,ventas,alto,no
8999,0.49,0.52,3,168,3,0,0,TI,medio,no
2949,0.82,0.89,4,239,2,0,0,gestión de productos,medio,no
9663,0.18,0.54,4,165,3,0,0,tecnica,medio,no
487,0.54,0.81,4,264,4,0,0,tecnica,medio,no
7735,0.13,0.49,6,227,4,0,0,tecnica,medio,no
8714,0.95,0.57,2,263,3,0,0,marketing,bajo,no
9596,0.51,0.58,4,140,3,0,0,tecnica,alto,no
28,0.72,0.75,4,211,4,0,0,ventas,medio,no
4643,0.75,0.97,5,243,6,0,0,tecnica,medio,si
292,0.11,0.85,7,275,4,0,0,soporte,medio,si
6365,0.83,0.92,3,268,2,1,0,tecnica,medio,no
7022,0.76,0.57,5,255,4,0,0,dirección,medio,no
8116,0.76,0.77,4,223,3,0,0,TI,bajo,no
5948,0.5,0.43,3,184,2,0,0,ventas,medio,no
4807,0.34,0.87,6,175,4,0,0,ImásD,bajo,no
7719,0.8,0.96,3,161,3,0,0,tecnica,bajo,no
1359,0.67,1,4,145,3,1,1,ventas,medio,no
9929,0.82,0.81,4,233,4,1,0,soporte,bajo,si
4323,0.86,0.73,5,259,2,0,0,tecnica,medio,no
1790,0.62,0.84,3,270,6,0,0,RRHH,medio,no
8330,0.83,0.77,3,228,3,0,0,ventas,medio,no
6625,0.25,0.69,3,187,4,0,0,marketing,medio,no
9062,0.58,0.81,4,266,2,0,0,soporte,bajo,no
790,0.19,0.79,4,229,4,0,0,gestión de productos,medio,no
372,0.33,0.82,2,114,5,0,0,tecnica,alto,no
5095,0.89,0.88,5,241,2,1,0,ventas,medio,no
5355,0.89,0.55,4,159,2,0,0,ventas,medio,no
282,0.09,0.96,6,259,4,0,0,soporte,bajo,si
1398,0.91,0.61,3,255,3,0,0,contabilidad,medio,no
4385,0.11,0.83,6,262,4,0,0,RRHH,bajo,si
614,0.51,0.51,5,222,4,0,0,RRHH,bajo,no
8509,0.6,0.95,5,205,3,0,0,contabilidad,medio,no
5632,0.76,0.84,5,227,5,1,0,ventas,medio,si
8067,0.95,0.93,3,209,2,0,0,tecnica,bajo,no
8358,0.68,1,6,258,5,0,0,ventas,bajo,no
7248,0.48,0.51,3,201,2,1,0,soporte,bajo,no
2512,0.84,0.81,4,198,2,0,0,RRHH,medio,no
1429,0.7,0.56,4,214,3,0,1,dirección,medio,no
4822,0.58,0.86,3,151,2,0,0,contabilidad,medio,no
3580,0.91,1,4,251,6,0,0,tecnica,bajo,si
1210,0.57,0.68,4,154,3,1,0,dirección,medio,no
2638,0.63,0.64,3,180,3,0,0,contabilidad,bajo,no
2732,0.14,0.96,3,196,5,1,0,ventas,medio,no
5642,0.1,0.97,6,254,5,0,0,ventas,medio,si
2872,0.97,1,5,251,2,0,0,contabilidad,medio,no
5781,0.99,0.92,4,212,3,0,0,soporte,bajo,no
9196,0.43,0.46,4,169,5,0,0,tecnica,alto,no
4996,0.89,0.87,5,255,5,0,0,ImásD,medio,si
8791,0.57,0.54,4,210,3,0,0,gestión de productos,bajo,no
2114,0.8,0.6,3,247,2,0,0,ventas,medio,no
9521,0.92,0.68,4,178,3,0,0,gestión de productos,bajo,no
3124,0.64,0.61,2,153,2,0,0,TI,bajo,no
2010,0.46,0.49,2,148,3,0,0,ventas,bajo,si
2744,0.95,0.86,2,263,4,0,0,ventas,medio,no
3018,0.43,0.41,4,190,3,0,0,gestión de productos,medio,no
6805,0.44,0.54,2,151,3,0,0,dirección,bajo,si
5880,0.1,0.87,7,251,5,0,0,tecnica,bajo,si
2914,0.76,0.81,3,225,3,0,0,tecnica,medio,no
7433,0.63,0.48,4,179,3,0,0,marketing,bajo,no
7774,0.83,0.72,2,226,3,0,0,tecnica,bajo,no
9771,0.71,0.8,4,157,3,0,0,ImásD,medio,no
4391,0.76,0.85,3,180,7,0,0,ventas,medio,no
4310,0.67,0.91,3,256,3,0,0,tecnica,bajo,no
91,0.81,0.68,3,236,2,0,0,gestión de productos,medio,no
1162,0.11,0.86,6,308,4,0,0,TI,bajo,si
3321,0.31,0.41,2,263,3,0,0,dirección,medio,no
6939,0.9,0.74,5,249,3,0,0,soporte,medio,no
1522,0.61,0.82,4,184,8,0,0,TI,bajo,no
5702,0.31,0.98,5,232,5,0,0,marketing,bajo,no
2245,0.91,0.5,3,178,2,0,0,gestión de productos,bajo,no
9436,0.53,0.56,4,281,6,0,0,RRHH,medio,si
6631,0.86,0.56,5,237,3,0,0,tecnica,bajo,no
6480,0.66,0.8,4,192,3,0,0,RRHH,medio,no
9824,0.64,0.69,3,207,2,1,0,TI,bajo,no
6966,0.37,0.52,2,128,3,0,0,contabilidad,bajo,si
4533,0.83,0.83,5,260,5,0,0,TI,medio,si
2856,0.37,0.46,2,149,3,0,0,TI,bajo,si
7841,0.87,0.73,5,184,3,0,0,gestión de productos,bajo,no
3435,0.81,0.99,4,259,5,0,0,ventas,bajo,si
1240,0.48,0.59,5,235,3,0,0,gestión de productos,bajo,no
5487,0.1,0.97,6,267,4,1,0,soporte,bajo,si
953,0.69,0.83,4,252,3,0,0,dirección,medio,no
3606,0.62,0.71,4,268,3,0,0,tecnica,bajo,no
2966,0.6,0.93,5,270,3,1,0,ventas,bajo,no
7910,0.16,0.76,6,210,5,0,0,ventas,medio,no
9217,0.75,0.71,3,237,3,1,0,contabilidad,bajo,no
1967,0.64,0.71,3,231,4,0,0,tecnica,medio,no
277,0.53,0.91,5,181,3,0,0,ventas,bajo,no
4645,0.56,0.89,4,263,3,0,0,contabilidad,bajo,no
6833,0.18,0.93,3,245,4,1,0,ImásD,bajo,no
61,0.82,0.71,4,164,4,0,0,soporte,bajo,no
8614,0.66,0.71,3,136,3,1,0,tecnica,medio,no
5317,0.74,0.85,3,176,3,0,0,dirección,medio,no
1430,0.4,0.46,2,132,3,0,0,tecnica,bajo,si
361,0.1,0.93,6,256,4,0,0,soporte,bajo,si
4377,0.4,0.49,2,155,3,0,0,RRHH,medio,si
3131,0.82,1,4,229,6,0,0,RRHH,medio,si
2492,0.63,0.59,4,249,2,0,0,tecnica,bajo,no
9831,0.97,0.89,5,265,2,0,0,TI,bajo,no
6658,0.81,0.9,4,270,10,0,0,contabilidad,medio,no
5548,0.78,0.84,3,269,2,0,0,tecnica,medio,no
1341,0.86,0.6,3,229,2,1,0,soporte,bajo,no
3535,0.8,0.74,2,205,3,1,0,ventas,bajo,no
8424,0.68,0.71,5,135,4,1,0,marketing,medio,no
8840,0.86,0.68,5,263,2,0,0,tecnica,medio,si
6508,0.42,0.48,2,143,3,0,0,ventas,bajo,si
9631,0.87,0.75,3,258,3,0,0,tecnica,medio,no
6360,0.96,0.49,5,137,3,0,0,RRHH,medio,no
8007,0.68,0.78,3,232,3,0,0,ventas,bajo,no
4715,0.97,0.96,5,210,6,1,0,tecnica,bajo,no
2594,0.1,0.94,7,281,4,0,0,tecnica,medio,si
8784,0.32,0.5,2,135,5,0,0,ventas,bajo,si
6280,0.36,0.55,2,141,3,0,0,RRHH,medio,si
6428,0.84,0.94,5,222,6,0,0,gestión de productos,bajo,si
4620,0.44,0.46,2,143,3,0,0,TI,bajo,si
7636,0.64,0.72,3,185,2,1,0,tecnica,alto,no
620,0.57,0.9,3,262,2,0,0,gestión de productos,medio,no
8491,0.24,0.65,4,248,3,0,0,soporte,medio,no
4527,0.74,0.84,5,249,5,0,0,gestión de productos,medio,si
8016,0.83,0.8,3,240,8,0,0,ventas,bajo,no
9316,0.62,0.85,3,145,3,0,0,ventas,medio,no
6909,0.69,0.76,5,255,6,0,0,tecnica,bajo,no
6672,0.91,0.57,3,164,3,0,0,tecnica,medio,no
2048,0.52,0.82,3,192,3,0,0,tecnica,bajo,no
6216,0.45,0.47,2,135,3,0,0,ImásD,medio,si
1172,0.61,0.87,5,174,4,0,0,ventas,medio,no
75,0.93,0.89,4,209,2,0,0,ImásD,medio,no
4319,0.9,0.96,5,243,5,0,0,tecnica,medio,si
7425,0.87,0.48,4,133,2,0,0,ImásD,medio,no
7767,0.56,0.91,4,188,2,1,0,ventas,bajo,no
9257,0.81,0.86,3,210,3,0,0,ventas,bajo,no
1019,0.85,0.85,4,247,6,0,0,tecnica,bajo,si
1271,0.32,0.42,6,114,3,0,0,gestión de productos,medio,no
4869,0.38,0.49,2,137,3,0,0,tecnica,medio,si
5463,0.59,0.57,5,257,2,0,0,ventas,bajo,no
1491,0.37,0.72,3,121,2,0,0,ventas,bajo,no
2649,0.6,0.65,2,225,10,0,0,dirección,alto,no
8769,0.58,0.5,5,184,4,0,0,ventas,medio,no
8310,0.11,0.55,2,137,3,1,0,ImásD,bajo,si
6594,0.73,0.41,2,231,6,1,0,ventas,medio,no
6775,0.1,0.95,7,301,4,0,0,marketing,bajo,si
2085,0.37,0.41,2,146,2,0,0,soporte,medio,no
1573,0.81,0.87,4,254,5,0,0,marketing,bajo,si
25,0.61,0.82,3,157,2,0,0,contabilidad,bajo,no
2323,0.84,0.54,4,156,4,0,0,ventas,alto,no
3660,0.87,0.6,2,122,2,0,0,TI,bajo,no
8194,0.09,0.83,6,250,4,0,0,ventas,medio,si
1073,0.69,0.95,5,184,2,0,0,soporte,medio,no
6088,0.89,0.92,5,242,5,0,0,ventas,bajo,si
8935,0.93,0.83,4,225,2,0,0,ventas,medio,no
3357,0.99,0.69,3,206,2,0,0,marketing,medio,no
7966,0.78,0.96,3,202,4,1,0,marketing,medio,no
7231,0.82,0.85,4,223,5,0,0,tecnica,medio,si
2746,0.1,0.82,6,269,4,0,0,soporte,bajo,si
2236,0.91,0.59,5,162,2,0,0,ventas,bajo,no
2354,0.77,0.74,5,243,2,0,0,tecnica,bajo,no
2465,0.82,0.97,5,263,5,0,0,RRHH,medio,si
6979,0.09,0.77,6,244,4,0,0,marketing,bajo,si
5581,0.87,0.97,5,250,6,0,0,soporte,bajo,si
9132,0.79,0.99,4,177,3,1,0,soporte,medio,no
2238,0.71,1,3,181,4,0,0,tecnica,medio,no
4210,0.09,0.77,5,275,4,0,0,gestión de productos,medio,si
3093,0.72,0.71,4,256,3,0,1,ventas,medio,no
6550,0.99,0.62,5,133,3,0,0,tecnica,medio,no
3938,0.93,0.84,3,237,4,1,0,ventas,bajo,no
3792,0.38,0.46,2,145,3,0,0,RRHH,medio,si
2026,0.4,0.54,2,139,3,0,0,marketing,bajo,si
160,0.1,0.79,6,274,4,0,0,ventas,bajo,si
7961,0.56,0.58,5,266,3,0,0,tecnica,bajo,no
6028,0.86,0.84,5,222,5,0,0,TI,bajo,si
466,0.72,0.7,4,172,3,0,0,TI,medio,no
3271,0.84,0.88,4,269,5,0,0,soporte,bajo,si
5944,0.18,0.99,4,204,6,0,0,TI,bajo,no
667,0.67,0.92,4,265,4,0,0,tecnica,medio,no
2203,0.83,0.75,3,262,3,0,0,TI,medio,no
7037,0.67,0.64,3,198,2,1,0,dirección,medio,no
9445,0.54,0.84,4,174,2,0,0,ventas,medio,no
3475,0.6,0.83,2,189,2,0,0,ImásD,bajo,no
139,0.09,0.91,6,275,4,0,0,soporte,bajo,si
5193,0.53,0.79,3,221,10,1,0,ventas,medio,no
5042,0.87,0.76,5,254,2,1,0,RRHH,bajo,no
5330,0.45,0.55,2,148,3,0,0,ventas,bajo,si
7392,0.63,0.9,4,245,3,0,0,tecnica,bajo,no
1,0.22,0.89,4,262,4,0,0,ventas,alto,no
618,0.1,0.98,6,268,4,0,0,soporte,bajo,si
8196,0.4,0.47,5,108,3,0,0,ventas,medio,no
1342,0.73,0.91,4,247,5,0,0,soporte,medio,si
185,0.34,0.69,6,283,2,0,0,ImásD,bajo,no
9836,0.77,0.59,4,273,2,0,0,TI,alto,no
4588,0.49,0.54,4,173,2,0,0,ventas,bajo,no
5295,0.8,0.82,4,202,3,0,0,ventas,bajo,no
366,0.13,0.67,5,234,6,0,0,ventas,medio,no
8799,0.99,0.57,3,189,4,1,0,ventas,medio,no
8981,0.11,0.94,7,255,4,0,0,soporte,bajo,si
6728,0.96,1,3,137,4,1,0,marketing,bajo,no
6577,0.57,0.42,2,248,4,0,0,TI,medio,no
8545,0.38,0.49,2,135,3,0,0,contabilidad,bajo,si
5978,0.54,0.94,6,294,3,0,0,ventas,medio,si
9010,0.77,0.83,3,175,3,0,1,ventas,medio,no
8567,0.52,0.49,4,249,4,1,0,tecnica,medio,no
5012,0.75,0.86,6,114,4,0,0,soporte,alto,no
9575,0.17,0.84,5,232,3,0,0,ventas,bajo,si
6585,0.73,0.74,5,199,2,0,0,ventas,medio,no
468,0.83,0.79,4,270,3,1,0,soporte,medio,no
813,0.92,0.94,5,253,2,0,0,tecnica,alto,no
2044,0.42,0.91,2,176,3,0,0,tecnica,bajo,no
1524,0.49,0.93,3,226,3,0,0,ventas,bajo,no
1516,0.97,0.9,5,262,3,0,0,ventas,medio,no
4733,0.74,1,5,222,6,0,0,contabilidad,bajo,si
1050,0.38,0.47,2,144,3,0,0,soporte,bajo,si
3614,0.89,0.69,4,137,3,0,0,ventas,medio,no
4177,0.5,0.59,3,192,2,0,0,ventas,bajo,no
6469,0.77,0.89,4,153,7,0,0,ventas,medio,no
4166,0.76,0.93,5,238,5,0,0,gestión de productos,bajo,si
1652,0.82,0.79,3,160,3,0,0,ventas,medio,no
67,0.49,0.36,2,192,3,0,0,ventas,bajo,no
8068,0.44,0.56,2,158,3,0,0,contabilidad,medio,si
9606,0.51,0.83,3,136,3,0,0,marketing,alto,no
5144,0.36,0.51,2,135,3,0,0,TI,bajo,si
6163,0.22,0.84,3,131,5,1,0,tecnica,bajo,no
1637,0.77,0.85,5,276,5,0,0,soporte,medio,si
5360,0.79,0.67,5,156,2,0,0,gestión de productos,bajo,no
8137,0.64,0.64,3,263,3,0,0,marketing,alto,no
4851,0.76,0.98,4,173,3,1,0,ventas,bajo,no
5769,0.88,0.58,4,147,4,0,0,soporte,medio,no
4156,0.91,0.63,5,240,7,0,0,ventas,medio,no
6204,0.73,0.48,4,139,2,0,0,ImásD,bajo,no
6459,1,0.56,5,247,3,0,0,tecnica,bajo,no
5657,0.75,0.87,4,146,8,1,0,soporte,bajo,no
3121,0.76,0.53,6,281,3,0,0,gestión de productos,medio,no
821,0.92,0.89,3,220,2,0,0,tecnica,bajo,no
3773,0.89,0.74,4,174,2,0,0,ventas,bajo,no
4951,0.66,0.77,4,188,2,0,0,tecnica,bajo,no
820,0.95,0.71,3,251,2,1,0,RRHH,bajo,no
7416,0.83,0.36,4,242,3,0,0,ventas,bajo,no
5913,0.53,0.76,5,143,4,0,1,tecnica,bajo,no
1388,0.79,0.86,3,126,5,0,0,soporte,bajo,no
2510,1,0.81,5,243,3,0,0,ventas,bajo,no
603,0.63,0.78,4,160,2,0,0,gestión de productos,alto,no
1675,0.58,0.9,3,209,2,0,0,dirección,alto,no
3189,0.39,0.54,2,149,3,0,0,ImásD,bajo,si
7625,0.77,1,5,229,5,0,0,dirección,bajo,si
3610,0.36,0.48,2,148,3,1,0,dirección,medio,si
6082,0.78,0.54,4,102,3,0,0,ventas,bajo,no
8834,0.59,0.69,3,162,3,0,0,tecnica,bajo,no
876,0.72,0.71,3,132,2,1,0,tecnica,bajo,no
8699,0.91,0.93,3,238,2,0,0,RRHH,bajo,no
8136,0.8,1,3,177,2,0,0,tecnica,medio,no
9449,0.1,0.81,6,245,4,0,0,soporte,bajo,si
2541,0.97,0.49,4,213,2,0,0,ventas,medio,no
1827,0.45,0.55,4,206,2,0,0,ventas,bajo,no
8754,0.37,0.5,2,142,3,0,0,ventas,bajo,si
3561,0.49,0.95,2,181,4,1,0,TI,bajo,no
4841,0.44,0.49,2,127,3,1,0,ventas,bajo,si
1764,0.42,0.94,5,227,5,0,0,ventas,medio,no
6576,0.27,0.59,5,226,5,0,0,ventas,bajo,no
5327,0.56,0.99,4,230,3,0,0,ventas,alto,no
9556,0.42,0.5,2,139,3,0,0,RRHH,medio,si
3411,0.37,0.48,2,159,3,0,0,ventas,bajo,si
5797,0.43,0.46,2,129,3,0,0,marketing,bajo,si
1613,0.85,0.72,3,150,2,1,0,tecnica,bajo,no
9798,0.9,0.99,5,260,5,0,0,ventas,bajo,si
8426,1,0.88,4,240,4,0,0,ventas,medio,no
1545,0.71,0.78,4,227,2,0,0,soporte,bajo,no
1556,0.45,0.45,2,132,3,0,0,marketing,bajo,si
5675,0.18,0.79,4,217,4,0,0,ImásD,medio,no
9354,0.37,0.59,3,134,3,0,0,tecnica,medio,no
4394,0.95,0.53,4,263,3,0,0,TI,bajo,no
7877,0.78,0.93,5,225,5,0,0,ventas,bajo,si
8755,0.55,0.87,4,200,3,0,0,marketing,bajo,no
1206,0.64,0.55,4,215,2,0,0,ventas,bajo,no
6610,0.83,0.93,5,257,5,0,0,tecnica,bajo,si
8528,0.91,0.66,5,212,3,0,0,soporte,bajo,no
2980,0.42,0.56,2,147,3,0,0,ventas,medio,si
8524,0.53,0.64,2,109,3,0,0,RRHH,medio,no
4496,0.8,0.8,4,263,4,0,0,soporte,medio,no
4624,0.74,0.7,4,273,3,0,0,ventas,medio,no
3615,0.7,0.87,3,166,2,0,0,TI,medio,no
2333,0.89,0.92,5,242,5,0,0,ventas,bajo,si
5976,0.56,0.57,5,237,2,0,0,TI,bajo,no
6528,0.74,1,4,199,4,0,0,dirección,alto,no
6526,0.16,0.95,6,117,7,0,0,ventas,medio,no
720,0.77,0.43,4,265,6,0,0,soporte,alto,no
3694,0.23,0.88,5,238,6,0,0,ImásD,medio,no
2867,0.67,0.66,3,237,3,0,0,marketing,bajo,no
5512,0.71,0.99,4,238,4,1,0,ventas,alto,no
6599,0.83,0.99,4,184,3,0,0,TI,bajo,no
4631,0.87,0.92,4,263,3,0,0,dirección,medio,no
4484,0.67,0.57,2,160,4,0,0,soporte,bajo,no
4033,0.69,0.6,3,139,2,0,0,marketing,bajo,no
8413,0.42,0.53,3,199,4,0,0,tecnica,medio,si
7148,0.98,0.53,4,214,2,0,0,ventas,bajo,no
5163,0.16,0.68,5,149,7,1,0,ventas,medio,no
2951,0.45,0.56,2,154,3,0,0,marketing,bajo,si
7547,0.84,0.52,5,189,2,1,0,TI,bajo,no
414,0.4,0.49,2,151,3,0,0,ventas,medio,si
3311,0.66,0.67,5,148,3,0,0,contabilidad,medio,no
